,知识点
11715,['一元一次方程的应用——行程追及问题']
11716,['正弦定理']
11717,['直线、射线和线段数条数计数']
11718,['多边形的角']
11719,['借助数轴化简绝对值']
11720,['二元一次方程组的基本应用']
11721,['多重符号的化简']
11722,['构造平行线解决平行线间折线问题']
11723,['诱导公式']
11724,['判断哪些调查适用抽样调查或全面调查']
11725,['函数的值域']
11726,['等腰三角形的基本概念']
11727,['解一元一次不等式组']
11728,['统计图综合']
11729,['乘方的计算']
11730,['求解一元一次不等式']
11731,['利用数轴比较大小']
11732,['同底数幂乘法']
11733,['含参一元一次方程解的情况']
11734,['同位角、内错角、同旁内角的识别']
11735,['通分']
11736,['通过绝对值的几何意义求最值']
11737,['求分式值为正的未知数的范围']
11738,['利用平方差公式进行计算——二项式']
11739,['对顶角相等相关计算']
11740,['对顶角相等相关计算']
11741,['飞镖模型倒角']
11742,['余弦定理']
11743,['解多个单层绝对值方程']
11744,['三角形内角和定理综合']
11745,['含参一元一次方程的整数解问题']
11746,['含参一元一次方程的整数解问题']
11747,['绝对值的代数意义']
11748,['根据坐标描点、根据点写坐标']
11749,['列代数式']
11750,['截一个几何体']
11751,['数列的规律']
11752,['含参一元一次方程解的情况']
11753,['不等式（组）与方程、方程组综合']
11754,['多次全等']
11755,['对顶角相等相关计算']
11756,['垂线段最短']
11757,['根据不等式的解集求参数']
11758,['整式的概念与识别']
11759,['实数比较大小——直接估算法']
11760,['有理数的乘法——多个数相乘']
11761,['解一元一次不等式组']
11762,['等式的基本性质']
11763,['平行线的性质']
11764,['平行线的性质']
11765,['求一个数的立方根']
11766,['逆用幂的乘方与积的乘方']
11767,['数表的规律']
11768,['有理数的混合运算']
11769,['借助数轴化简绝对值']
11770,['余角与补角的定义与简单计算']
11771,['绝对值的几何意义']
11772,['平方差公式的特点']
11773,['图形的平移']
11774,['有理数的乘法——多个数相乘']
11775,['一元一次不等式（组）的实际应用']
11776,['求一个数的算术平方根']
11777,['逆用幂的乘方与积的乘方']
11778,['利用题设条件化简绝对值']
11779,['利用平方差公式进行计算——二项式']
11780,['认识常见的立体图形']
11781,['向量的线性运算']
11782,['因数个数（和）定理']
11783,['简单线段计算']
11784,['解多个单层绝对值方程']
11785,['实数简单混合运算']
11786,['平方差公式的几何背景']
11787,['利用平行线间距离等证面积相等']
11788,['内外角分线有关的三个模型']
11789,['根据立体图形识别三视图']
11790,['会求一组数据的方差']
11791,['含参一元一次方程的整数解问题']
11792,['差系整除特征']
11793,['二元一次方程的解']
11794,['截长补短']
11795,['与折叠相关的角度计算']
11796,['正方体的展开图']
11797,['直线、射线、线段的基本概念']
11798,['一元一次不等式（组）的实际应用']
11799,['有理数的加减混合运算']
11800,['等差数列的求和公式']
11801,['有理数的分类']
11802,['图形的规律']
11803,['一元一次方程的应用——几何问题']
11804,['解多个单层绝对值方程']
11805,['三角形中线相关计算']
11806,['邻补角互补相关计算']
11807,['角的度数计算']
11808,['会确定抽样调查中的总体、个体、样本和样本容量']
11809,['三角形的稳定性与实际问题']
11810,['实数简单混合运算']
11811,['分小四则运算']
11812,['一般三角形全等的判定法则']
11813,['方程的解']
11814,['完全平方公式的几何背景']
11815,['有理数的运算技巧——倒序相加/错位相减']
11816,['常量与变量']
11817,['实数比较大小——直接估算法']
11818,['根据不等式的解集求参数']
11819,['手拉手模型']
11820,['图形的规律']
11821,['新定义型题目——定义新运算']
11822,['利用三边关系求取值范围——只一边未知']
11823,['整式加减的化简求值']
11824,['全等性质综合']
11825,['二元一次方程组解的情况']
11826,['正负数的意义与表示']
11827,['根据不等式的解的情况求参数（有解，无解，任意实数解）']
11828,['逆用完全平方公式的计算']
11829,['分辨随机、必然和不可能事件']
11830,['根据坐标描点、根据点写坐标']
11831,['轴对称与实际应用']
11832,['用同角（等角）的补角或余角相等']
11833,['单项式×单项式']
11834,['含参一元一次方程解的情况']
11835,['角的度数计算']
11836,['新定义型题目——定义新运算']
11837,['完全平方公式变形的应用']
11838,['含参一元一次方程的同解问题']
11839,['区分真假命题']
11840,['含参一元一次方程的同解问题']
11841,['整式的恒等变形——配方思想']
11842,['平行公理及其推论']
11843,['解二元一次方程组——加减消元法']
11844,['构造平行线解决平行线间折线问题']
11845,['集合的运算']
11846,['绝对值的几何意义']
11847,['多项式/单项式']
11848,['根据不等关系列不等式']
11849,['求一个数的平方根']
11850,['超常-约数和倍数']
11851,['简单线段计算']
11852,['求一个数的算术平方根']
11853,['不定方程的应用']
11854,['求一个数的平方根']
11855,['单项式×单项式']
11856,['整式的恒等变形——配方思想']
11857,['剪纸展开图']
11858,['直接整式的加减']
11859,['直接整式的加减']
11860,['根据不等式组的解集求参数']
11861,['数字底数字母指数问题']
11862,['各象限点的坐标特征']
11863,['对顶角相等相关计算']
11864,['二元一次方程组解的情况']
11865,['利用题设条件化简绝对值']
11866,['三角形内角和定理综合']
11867,['求解一元一次不等式']
11868,['含参一元一次方程的整数解问题']
11869,['借助数轴化简绝对值']
11870,['一般三角形全等的判定法则']
11871,['会根据扇形统计图进行计算']
11872,['分式有、无意义的条件']
11873,['内外角分线有关的三个模型']
11874,['根据不等式的整数解求参数']
11875,['根据立体图形识别三视图']
11876,['分式的混合运算']
11877,['利用中线平分面积解题']
11878,['求一个数的平方根']
11879,['多项式×多项式']
11880,['逆用幂的乘方与积的乘方']
11881,['完全平方公式变形的应用']
11882,['移项、合并、系数化为1的']
11883,['与几何综合相关的规律']
11884,['平行线基本概念']
11885,['茎叶图']
11886,['对顶角相等相关计算']
11887,['完全平方公式的应用']
11888,['手拉手模型']
11889,['角的概念与识别']
11890,['整式的恒等变形——整体思想']
11891,['巧解一元一次方程']
11892,['解一元一次不等式组']
11893,['含参一元一次方程解的情况']
11894,['数轴找规律问题']
11895,['会求一组数据的方差']
11896,['利用题设条件化简绝对值']
11897,['二元一次方程组的实际应用——和差倍分问题']
11898,['一元一次方程的识别']
11899,['角分线的定义']
11900,['程序类问题']
11901,['根据立体图形识别三视图']
11902,['待定系数法解决分式“恒成立”问题']
11903,['多项式×多项式']
11904,['数轴找原点问题']
11905,['等式的定义']
11906,['分数裂差']
11907,['逆用幂的乘方与积的乘方']
11908,['平方差公式的特点']
11909,['解二元一次方程组——系数轮换']
11910,['整式的恒等变形——配方思想']
11911,['点到坐标轴的距离']
11912,['利用不等式的性质求不等式的解集']
11913,['解一元一次不等式组']
11914,['求一个数的相反数']
11915,['求一个数的算术平方根']
11916,['特殊的三元一次方程组求法——叠加法']
11917,['会确定抽样调查中的总体、个体、样本和样本容量']
11918,['正方体的展开图']
11919,['图形的平移']
11920,['同类项的识别']
11921,['平方差公式的特点']
11922,['平行线的性质']
11923,['多项式×多项式']
11924,['单项式找规律']
11925,['一元一次不等式（组）的实际应用']
11926,['构造平行线解决平行线间折线问题']
11927,['平方差公式的特点']
11928,['二元一次方程组的实际应用——经济问题']
11929,['有理数的加法——同号两数相加']
11930,['一元一次方程的应用——基本应用题']
11931,['二次项系数为+1的十字相乘法']
11932,['与几何综合相关的规律']
11933,['三角形三边关系']
11934,['绝对值的非负性']
11935,['方程的解']
11936,['图形的平移']
11937,['利用三边关系求取值范围——只一边未知']
11938,['有理数的加法——同号两数相加']
11939,['多项式/单项式']
11940,['角平分线的性质——与全等综合']
11941,['解多元一次方程组']
11942,['列代数式']
11943,['不等式同解问题']
11944,['点的对称——关于x轴']
11945,['分数裂差']
11946,['单项式×单项式']
11947,['一元一次不等式组的解集']
11948,['构造平行线解决平行线间折线问题']
11949,['平行线的判定']
11950,['算式的规律']
11951,['求一个数的算术平方根']
11952,['数列的规律']
11953,['用同角（等角）的补角或余角相等']
11954,['常量与变量']
11955,['平方差公式的特点']
11956,['有理数的分类']
11957,['解含参的一元一次不等式']
11958,['绝对值的几何意义']
11959,['直线、射线和线段数条数计数']
11960,['基本追及问题']
11961,['对顶角相等相关计算']
11962,['点到直线的距离']
11963,['数轴上的简单平移']
11964,['角的个数问题']
11965,['三角形内角和定理综合']
11966,['五项式分组分解']
11967,['根据不等关系列不等式']
11968,['整式混合运算的化简求值']
11969,['整式加减的化简求值']
11970,['实数简单混合运算']
11971,['双十字相乘法']
11972,['一元一次方程的应用——几何问题']
11973,['多项式×多项式']
11974,['截长补短']
11975,['解二元一次方程组——系数轮换']
11976,['平行线的判定']
11977,['诱导公式']
11978,['有理数的乘除法混合运算']
11979,['分数裂差']
11980,['二元一次方程组解的情况']
11981,['整式的恒等变形——配方思想']
11982,['利用题设条件化简绝对值']
11983,['利用平方差公式进行计算——二项式']
11984,['垂直平分线的性质']
11985,['比']
11986,['剪纸展开图']
11987,['解含参的一元一次不等式']
11988,['二次项系数为+1的十字相乘法']
11989,['全等性质综合']
11990,['多边形的角']
11991,['折叠问题中的证明']
11992,['三角形内角和定理综合']
11993,['整式的恒等变形——配方思想']
11994,['识别某些移动是否平移']
11995,['等边三角形的定义判定（三边相等）']
11996,['平行线的判定']
11997,['同底数幂乘法']
11998,['立方和公式应用']
11999,['一般三角形全等的判定法则']
12000,['全等性质综合']
12001,['数轴找规律问题']
12002,['含参一元一次方程的同解问题']
12003,['方程的解']
12004,['平行线的性质']
12005,['直接整式的加减']
12006,['绝对值的代数意义']
12007,['一元一次方程的应用——利率与税收问题']
12008,['与几何综合相关的规律']
12009,['整式的恒等变形——配方思想']
12010,['分数裂和']
12011,['平方差公式的特点']
12012,['解一元一次不等式组']
12013,['根据不等式组的解集求参数']
12014,['会根据三视图判断立体图形形状']
12015,['等差数列通项公式']
12016,['解含参的一元一次不等式']
12017,['等式的定义']
12018,['用因式分解解决整除性问题']
12019,['三角形内角和定理综合']
12020,['平行线的性质']
12021,['简单绝对值方程']
12022,['与几何综合相关的规律']
12023,['随机抽样方法']
12024,['有理数的混合运算']
12025,['比']
12026,['五项式分组分解']
12027,['全等性质综合']
12028,['整式加减的化简求值']
12029,['因式分解的概念']
12030,['二次项系数为+1的十字相乘法']
12031,['完全平方公式变形的应用']
12032,['数轴上的简单平移']
12033,['一元一次不等式组的解集']
12034,['一元一次不等式（组）的实际应用']
12035,['平方差公式的特点']
12036,['三角函数和差角公式']
12037,['分解质因数']
12038,['科学记数法——表示较大的数']
12039,['等腰三角形三线合一']
12040,['一元一次不等式（组）的实际应用']
12041,['直线公理：两点确定一条直线']
12042,['平行线的判定']
12043,['角的度数计算']
12044,['利用题设条件化简绝对值']
12045,['整式的概念与识别']
12046,['基本经济概念']
12047,['利用数轴比较大小']
12048,['完全平方公式变形的应用']
12049,['对顶角相等相关计算']
12050,['复合数字的整除特征']
12051,['逆用幂的乘方与积的乘方']
12052,['求一个数的倒数']
12053,['一元一次方程的应用——水费、电费问题']
12054,['分数裂差']
12055,['含参一元一次方程解的情况']
12056,['超常-奇数和偶数']
12057,['求一个数的绝对值']
12058,['常量与变量']
12059,['同解方程组']
12060,['平行线的性质']
12061,['一元一次方程的应用——销售问题']
12062,['倍长中线']
12063,['有理数大小比较']
12064,['直线、射线、线段的基本概念']
12065,['不等式的基本性质和变形']
12066,['等腰三角形三线合一']
12067,['因式分解的概念']
12068,['三角形有关的角']
12069,['新定义型题目——定义新运算']
12070,['五项式分组分解']
12071,['截长补短']
12072,['构造等边三角形解决问题']
12073,['平行线的性质']
12074,['数列的规律']
12075,['平面直角坐标系中的面积']
12076,['复合数字的整除特征']
12077,['平行线的性质']
12078,['分小四则运算']
12079,['有理数大小比较']
12080,['分式的混合运算']
12081,['实数比较大小——直接估算法']
12082,['求解一元一次不等式']
12083,['图形的平移']
12084,['判断哪些调查适用抽样调查或全面调查']
12085,['在数轴上表示不等式的解集']
12086,['判断哪些调查适用抽样调查或全面调查']
12087,['解含参的一元一次不等式']
12088,['二元一次方程的识别']
12089,['平行线的判定']
12090,['一元一次方程的应用——水费、电费问题']
12091,['利用不等式性质比较大小']
12092,['一般三角形全等的判定法则']
12093,['三角函数和差角公式']
12094,['角的度数计算']
12095,['正负数的意义与表示']
12096,['图形的平移']
12097,['巧解一元一次方程']
12098,['整式的恒等变形——配方思想']
12099,['整式混合运算的化简求值']
12100,['根据坐标描点、根据点写坐标']
12101,['五项式分组分解']
12102,['利用题设条件化简绝对值']
12103,['一元一次方程的应用——利率与税收问题']
12104,['同余作差化整除']
12105,['同位角、内错角、同旁内角的识别']
12106,['二元一次方程组的实际应用——和差倍分问题']
12107,['角平分线的性质——与全等综合']
12108,['一元一次方程的应用——几何问题']
12109,['整式的概念与识别']
12110,['完全平方公式变形的应用']
12111,['会根据扇形统计图进行计算']
12112,['同解方程组']
12113,['整数裂项']
12114,['根据不等式的整数解求参数']
12115,['平面直角坐标系中的面积']
12116,['解含参的一元一次不等式']
12117,['利润率问题']
12118,['三垂直模型']
12119,['会根据三视图判断立体图形形状']
12120,['巧解一元一次方程']
12121,['垂线段最短']
12122,['超常-质数与合数']
12123,['含参一元一次方程解的情况']
12124,['垂线段最短']
12125,['利用平行线间距离等证面积相等']
12126,['截长补短']
12127,['在数轴上表示不等式的解集']
12128,['算式的规律']
12129,['三角形角分线、中线、高线的定义']
12130,['解多元一次方程组']
12131,['双十字相乘法']
12132,['单层单个绝对值的']
12133,['比']
12134,['一元一次不等式（组）的实际应用']
12135,['一元一次方程的识别']
12136,['有理数的应用']
12137,['单项式×多项式']
12138,['一元一次方程的识别']
12139,['二元一次方程组解的情况']
12140,['求一个数的算术平方根']
12141,['利用三边关系求取值范围——只一边未知']
12142,['与几何综合相关的规律']
12143,['完全平方公式的计算——整式的']
12144,['二次项系数为+1的十字相乘法']
12145,['实数简单混合运算']
12146,['多项式/单项式']
12147,['分式的混合运算']
12148,['手拉手模型']
12149,['含参一元一次方程的整数解问题']
12150,['平行线基本概念']
12151,['不等式的基本性质和变形']
12152,['构造平行线解决平行线间折线问题']
12153,['求一个数的倒数']
12154,['常量与变量']
12155,['同解方程组']
12156,['利用题设条件化简绝对值']
12157,['完全平方公式的应用']
12158,['解二元一次方程组——代入消元法']
12159,['等边三角形的定义判定（三边相等）']
12160,['求一个数的平方根']
12161,['数轴上点的距离']
12162,['超常-不定方程']
12163,['一元一次方程的应用——水费、电费问题']
12164,['二元一次方程组的基本应用']
12165,['含参一元一次方程解的情况']
12166,['判断哪些调查适用抽样调查或全面调查']
12167,['直接整式的加减']
12168,['一元一次方程的应用——方案选择问题']
12169,['有理数的分类']
12170,['利用题设条件化简绝对值']
12171,['完全平方公式的几何背景']
12172,['完全平方公式的应用']
12173,['利用零点分段法化简绝对值']
12174,['三角形的稳定性与实际问题']
12175,['同底数幂乘法']
12176,['移项、合并、系数化为1的']
12177,['利用题设条件化简绝对值']
12178,['平方差公式的特点']
12179,['因式分解的概念']
12180,['利用三边关系求取值范围——只一边未知']
12181,['认识常见的立体图形']
12182,['根据立体图形识别三视图']
12183,['垂直平分线的性质']
12184,['判断哪些调查适用抽样调查或全面调查']
12185,['数列的规律']
12186,['求使分式值为0的未知数的值']
12187,['根据不等式的解集求参数']
12188,['整式的恒等变形——配方思想']
12189,['整式的概念与识别']
12190,['区分真假命题']
12191,['利用三角形的面积公式求面积']
12192,['利用平方根的性质解题']
12193,['简单绝对值方程']
12194,['会确定抽样调查中的总体、个体、样本和样本容量']
12195,['根据三视图计算立方体的个数']
12196,['待定系数法解决分式“恒成立”问题']
12197,['数轴上的简单平移']
12198,['角的度数计算']
12199,['立方和公式应用']
12200,['实数的识别']
12201,['与几何综合相关的规律']
12202,['会求一组数的中位数']
12203,['完全平方公式的计算——平方差完全平方混用']
12204,['数轴上的简单平移']
12205,['利用题设条件化简绝对值']
12206,['完全平方公式的计算——整式的']
12207,['手拉手模型']
12208,['与直方图相关的计算应用']
12209,['根据条形统计图读取数据并计算']
12210,['飞镖模型倒角']
12211,['利用题设条件化简绝对值']
12212,['绝对值的非负性']
12213,['算式的规律']
12214,['随机抽样方法']
12215,['积的乘方']
12216,['线段计算的分类讨论问题']
12217,['求一个数的平方根']
12218,['直接整式的加减']
12219,['求解一元一次不等式']
12220,['一元一次不等式的解和解集']
12221,['根据坐标描点、根据点写坐标']
12222,['会求一组数据的方差']
12223,['认识常见的立体图形']
12224,['余数三定理']
12225,['内外角分线有关的三个模型']
12226,['图形的规律']
12227,['列代数式']
12228,['借助数轴化简绝对值']
12229,['解三元一次方程组']
12230,['正方体的展开图']
12231,['垂直平分线的性质']
12232,['等边三角形的定义判定（三边相等）']
12233,['通分']
12234,['实数比较大小——直接估算法']
12235,['利润率问题']
12236,['角的度数计算']
12237,['角的度数计算']
12238,['比']
12239,['科学记数法——表示较大的数']
12240,['线段计算的分类讨论问题']
12241,['二元一次方程组的实际应用——和差倍分问题']
12242,['构造平行线解决平行线间折线问题']
12243,['单项式×单项式']
12244,['数列的规律']
12245,['点到坐标轴的距离']
12246,['单项式×单项式']
12247,['一般三角形全等的判定法则']
12248,['绝对值的代数意义']
12249,['幂的混合运算']
12250,['平方差公式的特点']
12251,['单项式×单项式']
12252,['不等式的识别']
12253,['实数的识别']
12254,['等式的定义']
12255,['两坐标轴夹角平分线上点的坐标特征']
12256,['解含参的一元一次不等式']
12257,['平方差公式的特点']
12258,['等比数列的通项公式']
12259,['列代数式']
12260,['有理数的分类']
12261,['算式的规律']
12262,['多次相遇']
12263,['解含参的一元一次不等式']
12264,['简单绝对值方程']
12265,['一元一次方程的识别']
12266,['不等式的识别']
12267,['手拉手模型']
12268,['图形的规律']
12269,['一元一次不等式的解和解集']
12270,['利用数轴比较大小']
12271,['整式的恒等变形——配方思想']
12272,['角的概念与识别']
12273,['单项式找规律']
12274,['解二元一次方程组——代入消元法']
12275,['一元一次不等式（组）的实际应用']
12276,['一元一次方程的应用——利率与税收问题']
12277,['完全平方公式的应用']
12278,['根据立体图形识别三视图']
12279,['分数裂和']
12280,['等式的基本性质']
12281,['绝对值的几何意义']
12282,['平行线的性质']
12283,['有理数的加减混合运算']
12284,['对顶角的识别']
12285,['数列的规律']
12286,['平行线的判定']
12287,['一般三角形全等的判定法则']
12288,['图形的规律']
12289,['二次项系数为+1的十字相乘法']
12290,['对顶角相等相关计算']
12291,['一元一次方程的应用——行程追及问题']
12292,['比']
12293,['判断哪些调查适用抽样调查或全面调查']
12294,['简单线段计算']
12295,['简单线段计算']
12296,['简单线段计算']
12297,['根据不等式的整数解求参数']
12298,['绝对值的代数意义']
12299,['等比数列的求和公式']
12300,['利用三边关系求取值范围——只一边未知']
12301,['三角形角分线、中线、高线的定义']
12302,['幂的混合运算']
12303,['实数比较大小——直接估算法']
12304,['数列的规律']
12305,['利用题设条件化简绝对值']
12306,['整式的恒等变形——降次思想化简']
12307,['单项式×多项式']
12308,['完全平方公式的应用']
12309,['数列的规律']
12310,['因式分解的概念']
12311,['求一个数的算术平方根']
12312,['加权平均数的应用']
12313,['通过整式取值与系数的关系求参数']
12314,['正负数的意义与表示']
12315,['三角函数和差角公式']
12316,['实数比较大小——直接估算法']
12317,['茎叶图']
12318,['解二元一次方程组——代入消元法']
12319,['一般三角形全等的判定法则']
12320,['移项、合并、系数化为1的']
12321,['巧解一元一次方程']
12322,['三角形角分线、中线、高线的定义']
12323,['通分']
12324,['点到y=m或x=n的距离']
12325,['平方差公式的特点']
12326,['求一个数的平方根']
12327,['利用题设条件化简绝对值']
12328,['利用一元一次方程定义求参数取值']
12329,['分小互化']
12330,['加权平均数的应用']
12331,['会确定抽样调查中的总体、个体、样本和样本容量']
12332,['平行线基本概念']
12333,['实数的识别']
12334,['角的度数计算']
12335,['解二元一次方程组——代入消元法']
12336,['三角形内角和定理综合']
12337,['解一元一次不等式组']
12338,['待定系数法解决分式“恒成立”问题']
12339,['数表的规律']
12340,['平行线的性质']
12341,['根据坐标描点、根据点写坐标']
12342,['单项式×单项式']
12343,['多项式×多项式']
12344,['正弦定理']
12345,['同底数幂乘法']
12346,['三角形角分线、中线、高线的定义']
12347,['平方差公式的特点']
12348,['平行线的性质']
12349,['利用轴对称求线段和最小问题']
12350,['单项式找规律']
12351,['比']
12352,['超常-奇数和偶数']
12353,['三角形的分类']
12354,['数列的规律']
12355,['常见几何体的展开图']
12356,['求解一元一次不等式']
12357,['幂的混合运算']
12358,['一般三角形全等的判定法则']
12359,['一元一次方程的应用——几何问题']
12360,['随机抽样方法']
12361,['利润率问题']
12362,['根据三视图计算立体图形表面积和体积']
12363,['多次全等']
12364,['根据立体图形识别三视图']
12365,['求不等式组的整数解']
12366,['数列的规律']
12367,['分式的混合运算']
12368,['立方和公式应用']
12369,['数轴上点的距离']
12370,['利用题设条件化简绝对值']
12371,['逆用幂的乘方与积的乘方']
12372,['二次项系数为+1的十字相乘法']
12373,['用完全平方公式分解因式——基础']
12374,['幂的混合运算']
12375,['解二元一次方程组——代入消元法']
12376,['借助数轴化简绝对值']
12377,['角的度数计算']
12378,['单项式找规律']
12379,['有理数的加减混合运算']
12380,['同底数幂乘法']
12381,['分数拆分']
12382,['整式的恒等变形——降次思想化简']
12383,['手拉手模型']
12384,['直线、射线和线段数条数计数']
12385,['正方体的展开图']
12386,['利用三边关系求取值范围——只一边未知']
12387,['数轴上的简单平移']
12388,['几何概型']
12389,['飞镖模型倒角']
12390,['借助数轴化简绝对值']
12391,['角分线的定义']
12392,['均值不等式']
12393,['方程法解浓度问题']
12394,['简单线段计算']
12395,['简单线段计算']
12396,['全等性质综合']
12397,['同解方程组']
12398,['求一个数的算术平方根']
12399,['同位角、内错角、同旁内角的识别']
12400,['含参一元一次方程的整数解问题']
12401,['超常-奇数和偶数']
12402,['利用题设条件化简绝对值']
12403,['分小四则运算']
12404,['有理数的分类']
12405,['算术平方根非负性相关计算']
12406,['多项式/单项式']
12407,['数表的规律']
12408,['数列的规律']
12409,['认识常见的立体图形']
12410,['解一元一次不等式组']
12411,['解二元一次方程组——代入消元法']
12412,['幂的乘方']
12413,['利用题设条件化简绝对值']
12414,['有理数的分类']
12415,['逆用完全平方公式的计算']
12416,['有理数的乘除法混合运算']
12417,['数列的规律']
12418,['根据解求一元一次方程中的参数值']
12419,['解多元一次方程组']
12420,['角的度数计算']
12421,['邻补角互补相关计算']
12422,['一般三角形全等的判定法则']
12423,['会求一组数的中位数']
12424,['一元一次方程的应用——销售问题']
12425,['等式的定义']
12426,['通过整式取值与系数的关系求参数']
12427,['根据题意列函数关系式']
12428,['立方和公式应用']
12429,['有理数的运算技巧——分组搭配']
12430,['立方和公式应用']
12431,['方向角问题']
12432,['分数裂差']
12433,['平行线基本概念']
12434,['绝对值的代数意义']
12435,['二元一次方程的识别']
12436,['点的对称——关于y轴']
12437,['三角形内角和定理综合']
12438,['对顶角相等相关计算']
12439,['不等式的基本性质和变形']
12440,['分式的化简求值——已知取值']
12441,['一元一次方程的应用——基本应用题']
12442,['移项、合并、系数化为1的']
12443,['超常-奇数和偶数']
12444,['整式除法——商式余式问题']
12445,['解二元一次方程组——加减消元法']
12446,['求一个数的平方根']
12447,['平方差公式的几何背景']
12448,['实数的识别']
12449,['解二元一次方程组——代入消元法']
12450,['相交线的概念']
12451,['幂的混合运算']
12452,['角的度数计算']
12453,['平行线的判定']
12454,['二元一次方程的解']
12455,['内外角分线有关的三个模型']
12456,['同位角、内错角、同旁内角的识别']
12457,['特殊图形角度']
12458,['根据不等式的解集求参数']
12459,['有理数大小比较']
12460,['数字底数字母指数问题']
12461,['随机事件之间的关系']
12462,['数轴的认识与定义']
12463,['余角与补角的定义与简单计算']
12464,['通分']
12465,['实数比较大小——直接估算法']
12466,['根据条形统计图读取数据并计算']
12467,['常量与变量']
12468,['会求一组数的中位数']
12469,['构造平行线解决平行线间折线问题']
12470,['根据分式方程增根求参数值']
12471,['平行线的性质']
12472,['数列的规律']
12473,['一元一次不等式的整数解问题']
12474,['乘方的计算']
12475,"['二元一次方程组解的情况', '二元一次方程组解的情况']"
12476,['含参一元一次方程的同解问题']
12477,['完全平方公式的计算——整式的']
12478,['有理数的运算技巧——分组搭配']
12479,['分式的化简求值——已知取值']
12480,['求一个数的立方根']
12481,['解含参的一元一次不等式']
12482,['点到坐标轴的距离']
12483,['方程的解']
12484,['有理数的加法——同号两数相加']
12485,['三角形的分类']
12486,['线段计算的分类讨论问题']
12487,['三角形内角和定理综合']
12488,['不等式（组）与方程、方程组综合']
12489,['绝对值的代数意义']
12490,['三角形的稳定性与实际问题']
12491,['利用平方差公式进行计算——二项式']
12492,['垂线段最短']
12493,['对顶角的识别']
12494,['幂的混合运算']
12495,['去括号']
12496,['三角形内角和定理综合']
12497,['简单线段计算']
12498,['含参一元一次方程的整数解问题']
12499,['幂的乘方']
12500,['数轴找规律问题']
12501,['与直方图相关的计算应用']
12502,['根据不等式的整数解求参数']
12503,['整式的恒等变形——降次思想化简']
12504,['移项、合并、系数化为1的']
12505,['一元一次方程的应用——销售问题']
12506,['一元一次方程的应用——方案选择问题']
12507,['与几何综合相关的规律']
12508,['不等式的基本性质和变形']
12509,['随机抽样方法']
12510,['含参一元一次方程的整数解问题']
12511,['一元一次方程的应用——行程追及问题']
12512,['利用题设条件化简绝对值']
12513,['完全平方公式变形的应用']
12514,['点的平移——左右平移']
12515,['等边三角形的性质']
12516,['平方差公式的特点']
12517,['图形的规律']
12518,['超常-染色问题']
12519,['平行线的性质']
12520,['代数式整体思想求值']
12521,['直线公理：两点确定一条直线']
12522,['整数因倍']
12523,['对顶角相等相关计算']
12524,['三角形三边关系']
12525,['利用题设条件化简绝对值']
12526,['绝对值的非负性']
12527,['统计表']
12528,['数轴上点的距离']
12529,['根据坐标描点、根据点写坐标']
12530,['利用轴对称求线段和最小问题']
12531,['立方和公式应用']
12532,['数列的规律']
12533,['利用平方差公式进行计算——二项式']
12534,['(a+b+c)^2']
12535,['三角形角分线、中线、高线的定义']
12536,['完全平方公式的计算——整式的']
12537,['角的概念与识别']
12538,['解二元一次方程组——代入消元法']
12539,['认识常见的立体图形']
12540,['二元一次方程组的实际应用——行程问题']
12541,['在数轴上表示不等式的解集']
12542,['二元一次方程组解的情况']
12543,['点的平移——左右平移']
12544,['有理数的乘法——多个数相乘']
12545,['求一个数的算术平方根']
12546,['求解一元一次不等式']
12547,['一元一次不等式（组）的实际应用']
12548,['有理数的加法——同号两数相加']
12549,['求一个数的平方根']
12550,['完全平方公式变形的应用']
12551,['调查收集数据的过程与方法']
12552,['完全平方公式的几何背景']
12553,['移项、合并、系数化为1的']
12554,['解二元一次方程组——代入消元法']
12555,['不等式（组）与方程、方程组综合']
12556,['比']
12557,['判断哪些调查适用抽样调查或全面调查']
12558,['点到直线的距离']
12559,['去括号']
12560,['认识常见的立体图形']
12561,['因数个数（和）定理']
12562,['对顶角相等相关计算']
12563,['三角形的稳定性与实际问题']
12564,['解单个单层绝对值方程']
12565,['根据不等关系列不等式']
12566,['平方差公式的几何背景']
12567,['单项式×多项式']
12568,['角的表示']
12569,['简单绝对值方程']
12570,['完全平方公式的计算——整式的']
12571,['利用零点分段法化简绝对值']
12572,['整数因倍']
12573,['点到y=m或x=n的距离']
12574,['解一元一次不等式组']
12575,['一般三角形全等的判定法则']
12576,['数表的规律']
12577,['火车过桥']
12578,['与其它知识点综合']
12579,['茎叶图']
12580,['构造平行线解决平行线间折线问题']
12581,['根据三视图计算立体图形表面积和体积']
12582,['解多个单层绝对值方程']
12583,['二元一次方程组的实际应用——经济问题']
12584,['三角形角分线、中线、高线的定义']
12585,['根据条形统计图读取数据并计算']
12586,['立方和公式应用']
12587,['等式的定义']
12588,['用方程描述实际问题中的相等关系']
12589,['数列的规律']
12590,['解多个单层绝对值方程']
12591,['含参一元一次方程解的情况']
12592,['一般三角形全等的判定法则']
12593,['线段计算的分类讨论问题']
12594,['有理数的加法——同号两数相加']
12595,['平行线基本概念']
12596,['变速问题']
12597,['三角形中线相关计算']
12598,['有理数的乘法——两个数相乘']
12599,['与角分线、高相关的倒角']
12600,['双十字相乘法']
12601,['全等性质综合']
12602,['完全平方公式的计算——整式的']
